"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"2015","Lorenzo Cain","Royals","140","551","604","169","113","34","6","16","101","72","37","98","28","6",".307",".361",".477",".838","6.1","9077"
"2013","Evan Longoria","Rays","160","614","693","165","91","39","3","32","91","88","70","162","1","0",".269",".343",".498",".842","5.5","9368"
"1995","Gary Gaetti","Royals","137","514","578","134","72","27","0","35","76","96","47","91","3","3",".261",".329",".518",".846","3.3","1004422"
"1995","John Olerud","Blue Jays","135","492","581","143","103","32","0","8","72","54","84","54","0","0",".291",".398",".404",".802","2.2","1093"
"1977","Don Money","Brewers","152","570","644","159","103","28","3","25","86","83","57","70","8","5",".279",".348",".470",".819","4.9","1009052"
"2005","Rondell White","Tigers","97","374","400","117","78","24","3","12","49","53","17","48","1","0",".313",".348",".489",".837","1.7","856"
"1989","Don Mattingly","Yankees","158","631","693","191","129","37","2","23","79","113","51","30","3","0",".303",".351",".477",".828","3.7","1008261"
"1987","Harold Baines","White Sox","132","505","554","148","98","26","4","20","59","93","46","82","0","0",".293",".352",".479",".831","1.7","1000434"
"1995","Pedro Munoz","Twins","104","376","400","113","78","17","0","18","45","58","19","86","0","3",".301",".338",".489",".827","-0.2","1009331"
"1965","Fred Whitfield","Indians","132","468","492","137","87","23","1","26","49","90","16","42","2","2",".293",".316",".513",".829","2.7","1013898"
"1938","Frankie Crosetti","Yankees","157","631","757","166","119","35","3","9","113","55","106","97","27","12",".263",".382",".371",".752","4.3","1002802"
"1978","Roy Smalley","Twins","158","586","702","160","107","31","3","19","80","77","85","70","2","8",".273",".362",".433",".796","5.6","1012078"
"1983","Doug DeCinces","Angels","95","370","411","104","64","19","3","18","49","65","32","56","2","0",".281",".332",".495",".826","2.5","1003123"
"2001","Brian Daubach","Red Sox","122","407","472","107","54","28","3","22","54","71","53","108","1","0",".263",".350",".509",".859","2.0","186"
"2019","Hunter Dozier","Royals","139","523","586","146","81","29","10","26","75","84","55","148","2","2",".279",".348",".522",".870","3.0","15117"
"1945","George Myatt","Senators","133","490","575","145","120","17","7","1","81","39","63","43","30","11",".296",".378",".365",".744","3.5","1009413"
"2018","Aaron Hicks","Yankees","137","480","581","119","71","18","3","27","90","79","90","111","11","2",".248",".366",".467",".833","5.0","5297"
"1937","Eric McNair","Red Sox","126","455","493","133","88","29","4","12","60","76","30","33","10","7",".292",".340",".453",".793","0.9","1008654"
"1976","Jim Rice","Red Sox","153","581","624","164","106","25","8","25","75","85","28","123","8","5",".282",".315",".482",".797","2.4","1010897"
"1954","Grady Hatton","- - -","112","332","402","90","69","13","3","5","43","36","63","28","2","1",".271",".388",".373",".762","2.7","1005496"
"2019","Luke Voit","Yankees","118","429","510","113","70","21","1","21","72","62","71","142","0","0",".263",".378",".464",".842","1.7","14811"
"1986","Tony Bernazard","Indians","146","562","636","169","120","28","4","17","88","73","53","77","17","8",".301",".362",".456",".818","2.9","1000889"
"2004","Shannon Stewart","Twins","92","378","430","115","85","17","2","11","46","47","47","44","6","3",".304",".380",".447",".827","1.6","1322"
"1977","Ron Fairly","Blue Jays","132","458","528","128","83","24","2","19","60","64","58","60","0","4",".279",".362",".465",".827","2.0","1003907"
"1937","Buster Mills","Red Sox","123","505","566","149","109","25","8","7","85","58","46","41","11","8",".295",".361",".418",".779","0.5","1008953"
"1993","Kirby Puckett","Twins","156","622","682","184","120","39","3","22","89","89","47","93","8","6",".296",".349",".474",".824","0.3","1010557"
"2012","Albert Pujols","Angels","154","607","670","173","93","50","0","30","85","105","52","76","8","1",".285",".343",".516",".859","3.3","1177"
"1934","Harlond Clift","Browns","147","572","664","149","95","30","10","14","104","56","84","100","7","2",".260",".357",".421",".778","1.3","1002352"
"2018","Giancarlo Stanton","Yankees","158","617","705","164","91","34","1","38","102","100","70","211","5","0",".266",".343",".509",".852","4.3","4949"
"2010","Daric Barton","Athletics","159","556","686","152","104","33","5","10","79","57","110","102","7","3",".273",".393",".405",".798","5.0","5928"
"1934","Carl Reynolds","Red Sox","113","413","446","125","86","26","9","4","61","86","27","28","5","3",".303",".350",".438",".788","1.1","1010864"
"1975","Eric Soderholm","Twins","117","419","475","120","90","17","2","11","62","58","53","66","3","5",".286",".365",".415",".780","4.4","1012260"
"1997","Reggie Jefferson","Red Sox","136","489","524","156","109","33","1","13","74","67","24","93","1","2",".319",".358",".470",".828","1.1","1006381"
"1996","John Valentin","Red Sox","131","527","606","156","111","29","3","13","84","59","63","59","9","10",".296",".374",".436",".811","2.8","1375"
"1962","Rich Rollins","Twins","159","624","721","186","142","23","5","16","96","96","75","61","3","1",".298",".374",".428",".802","4.0","1011162"
"2001","Jeff Conine","Orioles","139","524","601","163","124","23","2","14","75","97","64","75","12","8",".311",".386",".443",".829","2.7","131"
"2017","Mitch Haniger","Mariners","96","369","410","104","61","25","2","16","58","47","31","93","5","4",".282",".352",".491",".843","2.5","14274"
"2008","Mike Aviles","Royals","102","419","441","136","95","27","4","10","68","51","18","58","8","3",".325",".354",".480",".833","4.4","5986"
"1997","Darin Erstad","Angels","139","539","605","161","107","34","4","16","99","77","51","86","23","8",".299",".360",".466",".826","2.8","11"
"1977","Roy Howell","- - -","103","381","431","115","87","17","1","10","41","44","44","80","4","1",".302",".374",".430",".804","2.4","1006104"
"1988","Kevin Seitzer","Royals","149","559","643","170","128","32","5","5","90","60","72","64","10","8",".304",".388",".406",".794","4.2","1011730"
"1985","Lou Whitaker","Tigers","152","609","701","170","112","29","8","21","102","73","80","56","6","4",".279",".362",".456",".819","4.7","1013846"
"1992","Carlos Baerga","Indians","161","657","716","205","152","32","1","20","92","105","35","76","10","2",".312",".354",".455",".809","5.5","175"
"1988","Cal Ripken","Orioles","161","575","689","152","103","25","1","23","87","81","102","69","2","2",".264",".372",".431",".803","5.0","1010978"
"1989","Mike Greenwell","Red Sox","145","578","641","178","128","36","0","14","87","95","56","44","13","5",".308",".370",".443",".813","3.4","1005006"
"2009","Dustin Pedroia","Red Sox","154","626","714","185","121","48","1","15","115","72","74","45","20","8",".296",".371",".447",".819","4.7","8370"
"2004","Victor Martinez","Indians","141","520","591","147","85","38","1","23","77","108","60","69","0","1",".283",".359",".492",".851","3.3","393"
"2009","Denard Span","Twins","145","578","676","180","146","16","10","8","97","68","70","89","23","10",".311",".392",".415",".807","4.1","8347"
"1986","Cal Ripken","Orioles","162","627","707","177","116","35","1","25","98","81","70","60","4","2",".282",".355",".461",".816","6.9","1010978"
"2004","Michael Young","Rangers","160","690","739","216","152","33","9","22","114","99","44","89","12","3",".313",".353",".483",".836","2.7","1286"
"1949","Joe Gordon","Indians","148","541","632","136","95","18","3","20","74","84","83","33","5","6",".251",".355",".407",".762","4.5","1004874"
"2001","Jose Cruz","Blue Jays","146","577","627","158","82","38","4","34","92","88","45","138","32","5",".274",".326",".530",".857","1.9","1296"
"1980","Carl Yastrzemski","Red Sox","105","364","412","100","63","21","1","15","49","50","44","38","0","2",".275",".350",".462",".812","0.9","1014326"
"1991","Kirby Puckett","Twins","152","611","661","195","145","29","6","15","92","89","31","78","11","5",".319",".352",".460",".812","3.8","1010557"
"1985","Cal Ripken","Orioles","161","642","718","181","118","32","5","26","116","110","67","68","2","3",".282",".347",".469",".816","5.4","1010978"
"1992","Tom Brunansky","Red Sox","138","458","533","122","73","31","3","15","47","74","66","96","2","5",".266",".354",".445",".799","1.8","1001589"
"2008","Raul Ibanez","Mariners","162","635","707","186","117","43","3","23","85","110","64","110","2","4",".293",".358",".479",".837","2.9","607"
"2003","Josh Phelps","Blue Jays","119","396","453","106","67","18","1","20","57","66","39","115","1","2",".268",".358",".470",".827","0.7","1318"
"1999","Trot Nixon","Red Sox","124","381","447","103","61","22","5","15","67","52","53","75","3","1",".270",".357",".472",".830","3.0","204"
"1996","Kenny Lofton","Indians","154","662","736","210","157","35","4","14","132","67","61","82","75","17",".317",".372",".446",".817","4.6","246"
"1932","Carl Reynolds","Senators","102","406","424","124","80","28","7","9","53","63","13","19","8","4",".305",".332",".475",".807","2.1","1010864"
"2012","Nick Markakis","Orioles","104","420","471","125","81","28","3","13","59","54","42","51","1","1",".298",".363",".471",".834","2.0","5930"
"2003","Aaron Guiel","Royals","99","354","401","98","53","30","0","15","63","52","27","63","3","5",".277",".346",".489",".835","1.4","1503"
"2005","Grady Sizemore","Indians","158","640","706","185","115","37","11","22","111","81","52","132","22","10",".289",".348",".484",".832","5.6","2197"
"1943","Bobby Doerr","Red Sox","155","604","676","163","112","32","3","16","78","75","62","59","8","8",".270",".339",".412",".751","5.2","1003355"
"1933","Fred Schulte","Senators","144","550","623","162","120","30","7","5","98","87","61","27","10","12",".295",".366",".402",".768","3.7","1011632"
"1958","Harvey Kuenn","Tigers","139","561","619","179","129","39","3","8","73","54","51","34","5","10",".319",".373",".442",".815","2.8","1007200"
"1999","Ray Durham","White Sox","153","612","694","181","130","30","8","13","109","60","73","105","34","11",".296",".373",".435",".808","1.2","230"
"1947","Vern Stephens","Browns","150","562","634","157","120","18","4","15","74","83","70","61","8","4",".279",".359",".406",".765","4.0","1012501"
"1943","Mickey Vernon","Senators","145","553","638","148","104","29","8","7","89","70","67","55","24","8",".268",".357",".387",".744","2.7","1013416"
"2002","David Ortiz","Twins","125","412","466","112","59","32","1","20","52","75","43","87","1","2",".272",".339",".500",".839","1.1","745"
"2013","Nelson Cruz","Rangers","109","413","456","110","65","18","0","27","49","76","35","109","5","1",".266",".327",".506",".833","1.6","2434"
"1945","Dutch Meyer","Indians","130","524","567","153","109","29","8","7","71","48","40","32","2","4",".292",".342",".418",".760","3.3","1008825"
"1978","Lou Piniella","Yankees","130","472","513","148","103","34","5","6","67","69","34","36","3","1",".314",".361",".445",".806","3.0","1010356"
"1997","Chuck Knoblauch","Twins","156","611","716","178","133","26","10","9","117","58","84","84","62","10",".291",".390",".411",".800","6.2","609"
"2000","Mike Bordick","Orioles","100","391","433","116","77","22","1","16","70","59","34","71","6","5",".297",".350",".481",".831","1.8","129"
"2004","Mark Bellhorn","Red Sox","138","523","620","138","81","37","3","17","93","82","88","177","6","1",".264",".373",".444",".817","3.4","264"
"2018","Michael Brantley","Indians","143","570","631","176","121","36","2","17","89","76","48","60","12","3",".309",".364",".468",".832","3.5","4106"
"2010","Travis Hafner","Indians","118","396","462","110","68","29","0","13","46","50","51","94","2","1",".278",".374",".449",".824","1.9","1573"
"1980","Wayne Gross","Athletics","113","366","419","103","66","20","3","14","45","61","44","39","5","3",".281",".355",".467",".822","2.7","1005091"
"1975","Thurman Munson","Yankees","157","597","661","190","151","24","3","12","83","102","45","52","3","2",".318",".366",".429",".795","5.6","1009334"
"1940","Roy Weatherly","Indians","135","578","615","175","117","35","11","12","90","59","27","26","9","8",".303",".335",".464",".799","3.0","1013692"
"2012","Shin-Soo Choo","Indians","155","598","686","169","108","43","2","16","88","67","73","150","21","7",".283",".373",".441",".815","3.2","3174"
"1984","Steve Balboni","Royals","126","438","488","107","54","23","2","28","58","77","45","139","0","0",".244",".320",".498",".817","2.6","1000473"
"1933","John Stone","Tigers","148","574","632","161","106","33","11","11","86","80","54","37","1","4",".280",".344",".434",".778","2.1","1012568"
"1950","Sam Mele","Senators","126","435","490","119","80","21","6","12","57","86","51","40","2","0",".274",".351",".432",".783","0.9","1008747"
"1994","Cal Ripken","Orioles","112","444","484","140","105","19","3","13","71","75","32","41","1","0",".315",".364",".459",".823","4.6","1010978"
"2007","Paul Konerko","White Sox","151","549","636","142","77","34","0","31","71","90","78","102","0","1",".259",".351",".490",".841","1.5","242"
"1985","Brian Downing","Angels","150","520","620","137","93","23","1","20","80","85","78","61","5","3",".263",".371",".427",".798","2.6","1003451"
"2000","Juan Gonzalez","Tigers","115","461","496","133","79","30","2","22","69","67","32","84","1","2",".289",".337",".505",".842","1.7","1251"
"1990","Kirby Puckett","Twins","146","551","615","164","109","40","3","12","82","80","57","73","5","4",".298",".365",".446",".811","2.4","1010557"
"1998","Dean Palmer","Royals","152","572","639","159","96","27","2","34","84","119","48","134","8","2",".278",".333",".510",".844","1.9","482"
"1994","Don Mattingly","Yankees","97","372","436","113","86","20","1","6","62","51","60","24","0","0",".304",".397",".411",".808","2.0","1008261"
"1999","Troy O'Leary","Red Sox","157","596","661","167","99","36","4","28","84","103","56","91","1","2",".280",".343",".495",".838","3.3","789"
